alpha,beta,status,emp_norm_hs,emp_norm_ps,emp_norm_md,norm_hs,norm_ps,norm_md,total_norm_score,empirical_score,raw_hs,raw_ps,raw_md
0.500000,0.500000,success,1.501875,2.605023,1.500000,0.228571,0.041667,0.600000,0.549405,11.750000,8.000000,6,1.500000
0.500000,0.600000,success,1.501875,2.605023,1.500000,0.228571,0.041667,0.600000,0.609405,11.900000,8.000000,6,1.500000
0.500000,0.700000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.511429,15.350000,13.000000,4,0.500000
0.500000,0.800000,success,1.501875,2.605023,1.500000,0.228571,0.041667,0.600000,0.729405,12.200000,8.000000,6,1.500000
0.500000,0.900000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.551429,15.450000,13.000000,4,0.500000
0.500000,1.000000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.571429,15.500000,13.000000,4,0.500000
0.500000,1.100000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.591429,15.550000,13.000000,4,0.500000
0.500000,1.200000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.611429,15.600000,13.000000,4,0.500000
0.500000,1.300000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.631429,15.650000,13.000000,4,0.500000
0.500000,1.400000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.651429,15.700000,13.000000,4,0.500000
0.500000,1.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.671429,15.750000,13.000000,4,0.500000
0.600000,0.500000,success,1.501875,2.605023,1.500000,0.228571,0.041667,0.600000,0.553571,12.350000,8.000000,6,1.500000
0.600000,0.600000,success,1.501875,2.605023,1.500000,0.228571,0.041667,0.600000,0.613571,12.500000,8.000000,6,1.500000
0.600000,0.700000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.511429,15.750000,13.000000,4,0.500000
0.600000,0.800000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.531429,15.800000,13.000000,4,0.500000
0.600000,0.900000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.551429,15.850000,13.000000,4,0.500000
0.600000,1.000000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.571429,15.900000,13.000000,4,0.500000
0.600000,1.100000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.591429,15.950000,13.000000,4,0.500000
0.600000,1.200000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.611429,16.000000,13.000000,4,0.500000
0.600000,1.300000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.631429,16.050000,13.000000,4,0.500000
0.600000,1.400000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.651429,16.100000,13.000000,4,0.500000
0.600000,1.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.671429,16.150000,13.000000,4,0.500000
0.700000,0.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.471429,16.050000,13.000000,4,0.500000
0.700000,0.600000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.491429,16.100000,13.000000,4,0.500000
0.700000,0.700000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.511429,16.150000,13.000000,4,0.500000
0.700000,0.800000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.531429,16.200000,13.000000,4,0.500000
0.700000,0.900000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.551429,16.250000,13.000000,4,0.500000
0.700000,1.000000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.571429,16.300000,13.000000,4,0.500000
0.700000,1.100000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.591429,16.350000,13.000000,4,0.500000
0.700000,1.200000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.611429,16.400000,13.000000,4,0.500000
0.700000,1.300000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.631429,16.450000,13.000000,4,0.500000
0.700000,1.400000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.651429,16.500000,13.000000,4,0.500000
0.700000,1.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.671429,16.550000,13.000000,4,0.500000
0.800000,0.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.471429,16.450000,13.000000,4,0.500000
0.800000,0.600000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.491429,16.500000,13.000000,4,0.500000
0.800000,0.700000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.511429,16.550000,13.000000,4,0.500000
0.800000,0.800000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.531429,16.600000,13.000000,4,0.500000
0.800000,0.900000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.551429,16.650000,13.000000,4,0.500000
0.800000,1.000000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.571429,16.700000,13.000000,4,0.500000
0.800000,1.100000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.591429,16.750000,13.000000,4,0.500000
0.800000,1.200000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.611429,16.800000,13.000000,4,0.500000
0.800000,1.300000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.631429,16.850000,13.000000,4,0.500000
0.800000,1.400000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.651429,16.900000,13.000000,4,0.500000
0.800000,1.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.671429,16.950000,13.000000,4,0.500000
0.900000,0.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.471429,16.850000,13.000000,4,0.500000
0.900000,0.600000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.491429,16.900000,13.000000,4,0.500000
0.900000,0.700000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.511429,16.950000,13.000000,4,0.500000
0.900000,0.800000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.531429,17.000000,13.000000,4,0.500000
0.900000,0.900000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.551429,17.050000,13.000000,4,0.500000
0.900000,1.000000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.571429,17.100000,13.000000,4,0.500000
0.900000,1.100000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.591429,17.150000,13.000000,4,0.500000
0.900000,1.200000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.611429,17.200000,13.000000,4,0.500000
0.900000,1.300000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.631429,17.250000,13.000000,4,0.500000
0.900000,1.400000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.651429,17.300000,13.000000,4,0.500000
0.900000,1.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.671429,17.350000,13.000000,4,0.500000
1.000000,0.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.471429,17.250000,13.000000,4,0.500000
1.000000,0.600000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.491429,17.300000,13.000000,4,0.500000
1.000000,0.700000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.511429,17.350000,13.000000,4,0.500000
1.000000,0.800000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.531429,17.400000,13.000000,4,0.500000
1.000000,0.900000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.551429,17.450000,13.000000,4,0.500000
1.000000,1.000000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.571429,17.500000,13.000000,4,0.500000
1.000000,1.100000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.591429,17.550000,13.000000,4,0.500000
1.000000,1.200000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.611429,17.600000,13.000000,4,0.500000
1.000000,1.300000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.631429,17.650000,13.000000,4,0.500000
1.000000,1.400000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.651429,17.700000,13.000000,4,0.500000
1.000000,1.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.671429,17.750000,13.000000,4,0.500000
1.100000,0.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.471429,17.650000,13.000000,4,0.500000
1.100000,0.600000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.491429,17.700000,13.000000,4,0.500000
1.100000,0.700000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.511429,17.750000,13.000000,4,0.500000
1.100000,0.800000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.531429,17.800000,13.000000,4,0.500000
1.100000,0.900000,success,1.501875,2.605023,1.500000,0.228571,0.041667,0.600000,0.814405,15.950000,8.000000,6,1.500000
1.100000,1.000000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.571429,17.900000,13.000000,4,0.500000
1.100000,1.100000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.591429,17.950000,13.000000,4,0.500000
1.100000,1.200000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.611429,18.000000,13.000000,4,0.500000
1.100000,1.300000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.631429,18.050000,13.000000,4,0.500000
1.100000,1.400000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.651429,18.100000,13.000000,4,0.500000
1.100000,1.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.671429,18.150000,13.000000,4,0.500000
1.200000,0.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.471429,18.050000,13.000000,4,0.500000
1.200000,0.600000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.491429,18.100000,13.000000,4,0.500000
1.200000,0.700000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.511429,18.150000,13.000000,4,0.500000
1.200000,0.800000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.531429,18.200000,13.000000,4,0.500000
1.200000,0.900000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.551429,18.250000,13.000000,4,0.500000
1.200000,1.000000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.571429,18.300000,13.000000,4,0.500000
1.200000,1.100000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.591429,18.350000,13.000000,4,0.500000
1.200000,1.200000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.611429,18.400000,13.000000,4,0.500000
1.200000,1.300000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.631429,18.450000,13.000000,4,0.500000
1.200000,1.400000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.651429,18.500000,13.000000,4,0.500000
1.200000,1.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.671429,18.550000,13.000000,4,0.500000
1.300000,0.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.471429,18.450000,13.000000,4,0.500000
1.300000,0.600000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.491429,18.500000,13.000000,4,0.500000
1.300000,0.700000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.511429,18.550000,13.000000,4,0.500000
1.300000,0.800000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.531429,18.600000,13.000000,4,0.500000
1.300000,0.900000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.551429,18.650000,13.000000,4,0.500000
1.300000,1.000000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.571429,18.700000,13.000000,4,0.500000
1.300000,1.100000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.591429,18.750000,13.000000,4,0.500000
1.300000,1.200000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.611429,18.800000,13.000000,4,0.500000
1.300000,1.300000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.631429,18.850000,13.000000,4,0.500000
1.300000,1.400000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.651429,18.900000,13.000000,4,0.500000
1.300000,1.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.671429,18.950000,13.000000,4,0.500000
1.400000,0.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.471429,18.850000,13.000000,4,0.500000
1.400000,0.600000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.491429,18.900000,13.000000,4,0.500000
1.400000,0.700000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.511429,18.950000,13.000000,4,0.500000
1.400000,0.800000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.531429,19.000000,13.000000,4,0.500000
1.400000,0.900000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.551429,19.050000,13.000000,4,0.500000
1.400000,1.000000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.571429,19.100000,13.000000,4,0.500000
1.400000,1.100000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.591429,19.150000,13.000000,4,0.500000
1.400000,1.200000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.611429,19.200000,13.000000,4,0.500000
1.400000,1.300000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.631429,19.250000,13.000000,4,0.500000
1.400000,1.400000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.651429,19.300000,13.000000,4,0.500000
1.400000,1.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.671429,19.350000,13.000000,4,0.500000
1.500000,0.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.471429,19.250000,13.000000,4,0.500000
1.500000,0.600000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.491429,19.300000,13.000000,4,0.500000
1.500000,0.700000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.511429,19.350000,13.000000,4,0.500000
1.500000,0.800000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.531429,19.400000,13.000000,4,0.500000
1.500000,0.900000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.551429,19.450000,13.000000,4,0.500000
1.500000,1.000000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.571429,19.500000,13.000000,4,0.500000
1.500000,1.100000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.591429,19.550000,13.000000,4,0.500000
1.500000,1.200000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.611429,19.600000,13.000000,4,0.500000
1.500000,1.300000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.631429,19.650000,13.000000,4,0.500000
1.500000,1.400000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.651429,19.700000,13.000000,4,0.500000
1.500000,1.500000,success,2.440547,1.736682,0.500000,0.371429,0.000000,0.200000,0.671429,19.750000,13.000000,4,0.500000
